component,eval,mean,std
U_path_wsi,TCGA-HNSC,0.9673076923076923,0.005266563052934271
U_path_wsi,TCGA-KIRC,0.988785046728972,0.0041795663130837196
U_path_wsi,TCGA-LGG,0.9588235294117646,0.017537788058821873
U_path_wsi,TCGA-LUAD,0.834,0.025099800796022236
U_path_wsi,TCGA-LUSC,0.789795918367347,0.03650723228571086
U_path_wsi,TCGA-OV,0.946551724137931,0.023921442975019993
U_path_wsi,TCGA-PRAD,0.9899999999999999,0.010000000000000009
U_wsi_clin,overall,0.4455100261551874,0.011826207468396268
U_wsi_clin,TCGA-BRCA,0.7869767441860465,0.01521435091515918
U_wsi_clin,TCGA-COAD,0.3816091954022989,0.031895257300026694
U_wsi_clin,TCGA-GBM,0.38983050847457623,0.015854480452431974
U_wsi_clin,TCGA-HNSC,0.29615384615384616,0.03145274468037717
U_wsi_clin,TCGA-KIRC,0.6299065420560747,0.03773201726763804
U_wsi_clin,TCGA-LGG,0.27450980392156865,0.01834145777830364
U_wsi_clin,TCGA-LUAD,0.22999999999999998,0.0316227766016838
U_wsi_clin,TCGA-LUSC,0.22244897959183674,0.022121921825182453
U_wsi_clin,TCGA-OV,0.48275862068965514,0.03501740691653432
U_wsi_clin,TCGA-PRAD,0.356,0.03130495168499706
U_wsi_mol,overall,0.4502179598953792,0.01261308133486085
U_wsi_mol,TCGA-BRCA,0.7916279069767442,0.016898513604265076
U_wsi_mol,TCGA-COAD,0.3954022988505747,0.040311903256896965
U_wsi_mol,TCGA-GBM,0.3983050847457627,0.029962151745192702
U_wsi_mol,TCGA-HNSC,0.2846153846153846,0.02770165440555372
U_wsi_mol,TCGA-KIRC,0.6130841121495327,0.04210796383577126
U_wsi_mol,TCGA-LGG,0.29215686274509806,0.02125439547909687
U_wsi_mol,TCGA-LUAD,0.242,0.027748873851023217
U_wsi_mol,TCGA-LUSC,0.22653061224489796,0.013304494704495205
U_wsi_mol,TCGA-OV,0.47586206896551725,0.03072160289863013
U_wsi_mol,TCGA-PRAD,0.382,0.02387467277262665
U_wsi_path,overall,0.4458587619877942,0.006183303653529961
U_wsi_path,TCGA-BRCA,0.7944186046511629,0.026187326995831137
U_wsi_path,TCGA-COAD,0.3816091954022989,0.04014769930246662
U_wsi_path,TCGA-GBM,0.388135593220339,0.016301172933619802
U_wsi_path,TCGA-HNSC,0.2923076923076923,0.01458245277702222
U_wsi_path,TCGA-KIRC,0.6224299065420561,0.029256964191586035
U_wsi_path,TCGA-LGG,0.2823529411764706,0.018858219668305237
U_wsi_path,TCGA-LUAD,0.25,0.024494897427831796
U_wsi_path,TCGA-LUSC,0.2204081632653061,0.03194382824999698
U_wsi_path,TCGA-OV,0.4637931034482758,0.03777396948311491
U_wsi_path,TCGA-PRAD,0.354,0.028809720581775864
